restaurant_id,Title,Reviews,Rating,Price,Revenue,Cuisine,Cuisine_countries,Cuisine_countries_0,Cuisine_countries_1,Cuisine_countries_2,Cuisine_countries_3,Cuisine_auxes,lat,lng,restaurants_count,Population,Pricexm2
1878,Girarrosto Santa Rita,37,3.5,13,37,Fast Food,0,0,0,0,0,1000000000000,45.45733,9.16929,51,17962,6050
1879,Fresh Sushi,18,4,,18,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.45759,9.21906,21,22982,2650
1880,Becco Fino,107,3.5,,107,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.46446,9.13952,43,44222,2150
1881,Made in Sicily,35,4,,35,Italian,1E+040,0,100000000000,0,0,0,45.49697,9.17063,19,13955,2000
1882,Panificio Pasticceria Amata,20,4,13,20,"Street Food, Italian, Gastropub",1E+040,0,100000000000,0,0,100000000100,45.47018,9.22752,61,36376,1900
1883,Ravioli Box,6,4.5,6.5,6,Chinese,1E+059,100000,0,0,0,0,45.46716,9.18593,114,18492,6250
1884,Sole Mare Pizza,15,4,,15,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45606,9.21765,21,22982,2650
1885,Santé - Gastronomia,6,4.5,12.5,6,"Italian, Middle Eastern, Emilian, Lombard, Northern-Italian",1.0000000000001E+053,0,1.0000000000001E+024,1.0001E+025,0,0,45.46041,9.17662,204,16765,4950
1887,Radicetonda,501,3,14.5,501,"Italian, Healthy, Soups",1E+040,0,100000000000,0,0,1000010000,45.47596,9.2075,193,62347,4750
1888,Tipo 00,36,4,17,36,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.46757,9.20659,55,15364,5050
1889,Stella Marina,94,3.5,,94,"Italian, Pizza, Seafood, Mediterranean, Grill",1.000000001E+040,0,100000000100,0,0,10010100000,45.43752,9.15889,23,13793,3900
1890,Dove Bistrot Lenovo,5,5,24,5,"Italian, Seafood, Mediterranean, Healthy, Hawaiian",1.0001000000001E+044,0,1000100000000100,0,0,1000100000,45.46686,9.19462,204,16765,4950
1891,TNT - Bar & Store,5,4.5,10.5,5,Italian,1E+040,0,100000000000,0,0,0,45.45589,9.16264,56,15228,4550
1893,Ristorante Pizzeria Mar Rosso,57,3.5,21,57,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.50157,9.22852,24,37408,2200
1894,Dal Pizzarone 2,23,4,,23,"Pizza, Italian",1E+040,0,100000000000,0,0,10000000,45.52341,9.16153,1,9495,1800
1895,Cambio,26,3.5,27,26,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.45727,9.18739,204,16765,4950
1896,Rosticceria Cinese Nuova Cina,22,4,,22,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.48571,9.23317,61,36376,1900
1897,Il Brigantino Pizzeria Italiana,26,4,,26,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.47751,9.09096,2,4736,1250
1899,Bar Gold,12,4,,12,Italian,1E+040,0,100000000000,0,0,0,45.48163,9.20052,90,18831,3200
1900,Bar Picasso,21,4,,21,"Italian, Pizza, Bar, Pub",1E+040,0,100000000000,0,0,1.00000000000001E+021,45.4488,9.14238,36,31176,2000
1901,Classico Trattoria Contemporanea,11,5,74,11,"Italian, Mediterranean, Seafood",1.000000001E+040,0,100000000100,0,0,100000,45.46336,9.20822,89,31720,4100
1902,Baccanale,58,3.5,,58,Italian,1E+040,0,100000000000,0,0,0,45.46529,9.18445,204,16765,4950
1903,Ristorante La Palma,28,3.5,,28,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.49238,9.23119,18,19596,1650
1904,Kobe,141,3.5,,141,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.45577,9.18059,81,20008,4000
1905,Enjoy,23,5,,23,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.44855,9.13932,36,31176,2000
1907,La rosa blu,36,3.5,,36,"Chinese, Seafood",1E+059,100000,0,0,0,100000,45.49075,9.15056,33,41405,1850
1908,Bar Devoti,17,4,,17,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.4414,9.20011,5,12426,3100
1909,Larky,50,3.5,,50,"Italian, Bar, Cafe, Pub",1E+040,0,100000000000,0,0,1.0001E+021,45.4665,9.16482,32,17883,4300
1910,Voglia di Pizza,22,4,,22,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48613,9.14237,2,4098,1850
1911,Ristorante Cinese - La Felicita,52,3.5,,52,Chinese,1E+059,100000,0,0,0,0,45.44383,9.1279,36,31176,2000
1912,Assuntina Milano,11,4,125,11,"Italian, Seafood, Mediterranean, Deli",1.000000001E+040,0,100000000100,0,0,1000000000100000,45.48189,9.20189,90,18831,3200
1913,Pizzeria Ristorante Porto Venere,76,3.5,,76,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.50925,9.13175,6,30729,1600
1914,San Giorgio,20,3.5,,20,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.50032,9.1296,4,7178,3900
1915,Handmade PiadaBurger & Cakes,27,4,20,27,"American, Fast Food, International, Northern-Italian",1E+077,1E+023,10000000000000,1E+021,0,1000000000000,45.45104,9.19614,44,13686,3300
1916,I Manciatari,42,3.5,,42,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.4628,9.19706,204,16765,4950
1917,City Life Caffe,47,4,,47,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.4795,9.14591,52,21394,3500
1918,I Mangiapolenta,9,4.5,9.5,9,Italian,1E+040,0,100000000000,0,0,0,45.4662,9.17609,204,16765,4950
1919,Visconti 22,11,4,,11,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.47284,9.23254,61,36376,1900
1920,Peng Lai,73,3.5,,73,"Chinese, Pizza, Seafood, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,10100000,45.49306,9.14835,33,41405,1850
1921,01 Curti Food,34,3.5,8.5,34,Italian,1E+040,0,100000000000,0,0,0,45.46638,9.1978,204,16765,4950
1922,le voglie,24,4,,24,Italian,1E+040,0,100000000000,0,0,0,45.44914,9.17962,81,20008,4000
1923,Le Follie,44,3.5,,44,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.50364,9.17456,19,23546,2000
1924,Takai,49,3.5,18,49,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.44198,9.15503,23,13793,3900
1926,'A Pazziella,992,3.5,,992,"Italian, Neapolitan",1.0000000000001E+040,0,100000000000,1E+023,0,0,45.4483,9.19807,60,16739,3100
1927,Gelsomino,51,3.5,,51,"Chinese, Seafood, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,100000,45.48176,9.17584,91,30985,3850
1928,Pescheria Virgilio,65,3.5,,65,"Seafood, Italian, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,100000,45.46758,9.17346,51,17962,6050
1929,Cik Fried Chicken,26,4,,26,"American, Fast Food",1E+077,1E+023,0,0,0,1000000000000,45.43712,9.1784,15,29683,1700
1930,Cafè Italia,7,4.5,15,7,Italian,1E+040,0,100000000000,0,0,0,45.45667,9.18728,204,16765,4950
1931,Il Pellegrino,55,3.5,,55,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.51542,9.17245,19,25305,2000
1932,La caveja piadineria,36,3.5,,36,Italian,1E+040,0,100000000000,0,0,0,45.46701,9.20217,55,15364,5050
1933,Vasinikò Sempione,23,3.5,,23,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.47645,9.17071,32,17883,4300
1934,L'Angelo Azzurro,122,3.5,97,122,"Italian, Seafood, European, Pizza",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.46397,9.22798,22,19658,3300
1935,Antica Focacceria San Francesco,,3,21,169.613636363636,"Italian, Sicilian, Southern-Italian",1E+040,0,100000000000,100100000000,0,0,45.46644,9.19297,204,16765,4950
1936,FnF Hamburger & Fried Chicken,23,3.5,9,23,"American, Fast Food, Barbecue, Italian, Indian",1E+077,1E+023,100100000000000,0,0,1.00000001E+020,45.48621,9.23195,70,44572,2800
1938,Himalaya,36,3.5,,36,"Chinese, Pizza",1E+059,100000,0,0,0,10000000,45.45822,9.2167,89,31720,4100
1939,Restaurant Haru,153,3,,153,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.48,9.16594,32,17883,4300
1940,Trafilata,13,4,8,13,"Italian, Mediterranean, Northern-Italian, Central-Italian, Southern-Italian",1E+060,1000000,100000000100,1.0000000000001E+021,0,0,45.4626,9.19293,204,16765,4950
1941,Il Vinaccio,5,5,50.5,5,"Italian, Wine Bar",1E+040,0,100000000000,0,0,1,45.46422,9.16113,34,27088,4550
1942,Spontini - Cenisio,474,3,,474,Pizza,0,0,0,0,0,10000000,45.48743,9.16734,91,30985,3850
1943,La Piadineria,31,3.5,,31,Italian,1E+040,0,100000000000,0,0,0,45.47913,9.18564,114,18492,6250
1944,bar passione siciliana,20,4,,20,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.4454,9.16169,74,17030,4000
1945,Panini Durini,21,4,,21,Italian,1E+040,0,100000000000,0,0,0,45.46758,9.1751,51,17962,6050
1946,La Piadina Dei F. Lli Maioli,19,4,,19,Italian,1E+040,0,100000000000,0,0,0,45.46562,9.19833,204,16765,4950
1948,My Way Cafe,10,4,,10,Italian,1E+040,0,100000000000,0,0,0,45.43748,9.20003,11,7786,1850
1949,Trattoria Da Mario & Lory,128,3.5,,128,"Italian, Barbecue",1E+040,0,100000000000,0,0,1E+020,45.52843,9.17322,2,12627,1450
1950,Pizzeria La Piazzetta Di Genna Francesco,21,3.5,,21,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.52374,9.17396,2,12627,1450
1951,Farinami,201,3,,201,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.4829,9.20084,90,18831,3200
1952,Panini Durini,69,3.5,,69,Italian,1E+040,0,100000000000,0,0,0,45.47134,9.18433,114,18492,6250
1953,Orticello Alta Qualita Takeaway,7,4.5,14,7,"Italian, Mediterranean, Healthy, Fast Food, Street Food",1.000000001E+040,0,100000000100,0,0,1001000000100,45.4548,9.20433,60,16739,3100
1954,Salumeria Campagnoli SAS Di Campagnoli Vittorio e C.,16,4,,16,Italian,1E+040,0,100000000000,0,0,0,45.46645,9.16245,32,17883,4300
1955,Sushi YuHu,61,3.5,16.5,61,"Japanese, Seafood, Sushi, Asian, Italian, Chinese",1.00000000000001E+073,1.00000000000001E+019,110000000000,0,0,100010,45.51869,9.17034,19,25305,2000
1956,Enobarcaffe' Bonazzi,18,4,,18,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.4829,9.16591,91,30985,3850
1957,Pizzeria di via Washington,32,3.5,,32,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45845,9.1545,34,27088,4550
1958,Bricks Milano,16,4,,16,"Italian, Pizza, European, Pub",1.00000000001E+051,0,1.00000000001E+022,0,0,11000000,45.44916,9.1776,81,20008,4000
1959,The Burger Grill,73,3.5,,73,"Italian, American",1E+077,1E+023,100000000000,0,0,0,45.45281,9.1742,74,17030,4000
1960,Daniel e il Caffe' Milano,35,4,12,35,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.46107,9.17276,51,17962,6050
1961,Su-Barrile,213,3,,213,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.51457,9.17302,19,25305,2000
1962,Steak 'n Shake Milano,442,3.5,,442,"Steakhouse, American, Barbecue",1E+077,1E+023,0,0,0,1E+020,45.52292,9.21549,30,8583,1950
1964,The Bank Milano,6,4.5,15,6,Italian,1E+040,0,100000000000,0,0,0,45.46093,9.14191,43,44222,2150
1965,L'Arca,116,3.5,,116,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.48618,9.12921,11,32544,1850
1966,Moulin Rouge,117,3.5,27,117,"Italian, Chinese, Pizza, Seafood",1E+059,100000,100000000000,0,0,10100000,45.48857,9.22374,70,44572,2800
1967,Dino Cafè,72,4,,72,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.51529,9.21169,30,8583,1950
1968,Pizzeria Tolstoi 102,24,3.5,,24,"Pizza, Italian",1E+040,0,100000000000,0,0,10000000,45.45683,9.14787,43,44222,2150
1970,Pucate,4,5,6,4,"Cafe, Asian, Taiwanese",1E+073,1E+019,0,1000,0,1E+017,45.47881,9.20329,193,62347,4750
1971,Hamerica’s,71,3.5,16.5,71,"American, Barbecue, Fast Food",1E+077,1E+023,0,0,0,1.00000001E+020,45.45479,9.16096,56,15228,4550
1972,18 Solferino,33,3.5,10.5,33,"Italian, International",1.01E+042,0,10100000000000,0,0,0,45.4729,9.18739,114,18492,6250
1973,I Love Poke Filzi,31,3.5,15,31,"Hawaiian, Fast Food",1E+044,0,1000000000000000,0,0,1000000000000,45.4819,9.19891,90,18831,3200
1975,House Cafè,7,4.5,16,7,Italian,1E+040,0,100000000000,0,0,0,45.45336,9.20895,60,16739,3100
1976,Pizzeria Kimos,43,3.5,,43,"Pizza, Italian, Mediterranean, Egyptian",1.00000000000001E+054,1,1.00000000000001E+025,0,0,10000000,45.43612,9.24083,8,10847,2000
1977,Panini Durini,55,3.5,,55,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.4777,9.15618,12,2322,1500
1978,Il Cucchiaino Di Celoria Antonella,21,4,,21,Italian,1E+040,0,100000000000,0,0,0,45.49869,9.16786,19,13955,2000
1980,Pizzeria Mina,12,4,,12,Pizza,0,0,0,0,0,10000000,45.41889,9.17494,3,18598,1350
1981,Pokeria by Nima (XXII Marzo),19,3.5,12.5,19,Hawaiian,1E+044,0,1000000000000000,0,0,0,45.46238,9.21284,89,31720,4100
1982,Fun Poke,5,4.5,13,5,"Seafood, Sushi, Hawaiian, Japanese Fusion",1.000001E+044,0,1000001000000000,0,0,100010,45.48987,9.18346,88,22859,3200
1984,Ristorante Steak House il Castello,277,3,,277,"Italian, Steakhouse, Pizza",1E+040,0,100000000000,0,0,10001000,45.46491,9.23232,22,19658,3300
1985,Ristorante Pizzeria la Regina,35,3.5,,35,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.49526,9.19387,88,22859,3200
1986,This is Not a Sushibar Casati,47,3.5,23.5,47,"Japanese, Seafood, Sushi, Asian",1E+073,1E+019,10000000000,0,0,100010,45.47715,9.20692,193,62347,4750
1987,Visconti Bruschetteria Bar,34,3.5,13,34,Italian,1E+040,0,100000000000,0,0,0,45.46357,9.1993,55,15364,5050
1988,Carnelli's Bakery,17,3.5,4.5,17,"Italian, Bar, Pizza, Pub",1E+040,0,100000000000,0,0,1.00000000000001E+021,45.45577,9.18059,81,20008,4000
1989,Macchupisco,21,3.5,,21,"Peruvian, Seafood, Barbecue, South American",1.000000001E+022,0,0,1.000000001E+018,0,1E+020,45.43166,9.181,15,29683,1700
1990,Yamakawa,83,3.5,,83,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.43678,9.15405,3,16616,2750
1991,Ristorante Pizzeria Rovereto,42,3.5,,42,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.4959,9.21983,70,44572,2800
1992,Kami sushi bar,60,3.5,,60,"Japanese, Sushi, Asian, Seafood",1E+073,1E+019,10000000000,0,0,100010,45.45808,9.21217,89,31720,4100
1994,Pizzeria Italiana,22,4,,22,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48725,9.20093,90,18831,3200
1995,Orti 16,128,4,22.5,128,"Italian, Pizza, Middle Eastern, Arabic, Lebanese, Mediterranean",1E+075,1E+021,100000100101,1E+025,0,10000000,45.45512,9.2015,55,15364,5050
1996,Caffetteria Atlantic,19,3.5,,19,Italian,1E+040,0,100000000000,0,0,0,45.44543,9.12334,36,31176,2000
1997,Pizzeria Trattoria Alle 2 Isole,20,4,,20,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.47477,9.1393,21,26586,2350
1998,Il Bancale,28,3.5,,28,Italian,1E+040,0,100000000000,0,0,0,45.48046,9.23403,61,36376,1900
1999,La Voglia,28,3.5,,28,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45577,9.18059,81,20008,4000
2000,Ristorante Bande Nere,81,3.5,,81,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.46148,9.13581,43,44222,2150
2001,Cucineria Pascone,15,3.5,,15,"Gastropub, Italian, Fast Food",1E+040,0,100000000000,0,0,1100000000000,45.46057,9.20836,89,31720,4100
2002,Il Cafetero Specialty Coffee,3,5,9,3,Italian,1E+040,0,100000000000,0,0,0,45.4675,9.13884,21,26586,2350
2003,Altro che Pizza,39,3.5,13.5,39,Pizza,0,0,0,0,0,10000000,45.46388,9.15241,34,27088,4550
2004,Gusto e Tradizione,50,3.5,,50,"Italian, Pizza, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.48158,9.18735,57,5863,4150
2005,Tathagata,37,3.5,,37,"Deli, Gastropub",0,0,0,0,0,1000100000000000,45.45315,9.16698,56,15228,4550
2006,I Love Poke Turati,28,3.5,18,28,"Hawaiian, Fast Food",1E+044,0,1000000000000000,0,0,1000000000000,45.4742,9.19467,114,18492,6250
2007,Il Piccolo Garden,47,3.5,,47,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.46854,9.13359,21,26586,2350
2009,Mergellina Bakery,138,3.5,,138,Italian,1E+040,0,100000000000,0,0,0,45.45221,9.21437,21,22982,2650
2011,Piano,3,5,17.5,3,Italian,1E+040,0,100000000000,0,0,0,45.4769,9.21454,193,62347,4750
2012,Pasta della Francesca,5,4.5,,5,Italian,1E+040,0,100000000000,0,0,0,45.4829,9.16591,91,30985,3850
2013,Centrale Turkish Kebap Dorbubir,85,3.5,,85,"Pizza, Turkish",100000,0,0,10,0,10000000,45.48403,9.20469,90,18831,3200
2014,Torrefazione Vecchia Milano,17,3.5,,17,Cafe,0,0,0,0,0,1E+017,45.44357,9.21636,37,36129,1900
2015,El Cafe De Milan 2,27,3.5,,27,Italian,1E+040,0,100000000000,0,0,0,45.51024,9.17637,19,25305,2000
2016,Moto Pizza Di Mara Gazmend,17,4,,17,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.49759,9.14185,33,41405,1850
2017,Carretta il Ristorante,3,4.5,38.5,3,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.44436,9.2164,37,36129,1900
2018,Pizzeria Il Cavaliere,41,3.5,,41,Pizza,0,0,0,0,0,10000000,45.45302,9.17143,74,17030,4000
2019,Al Noor 2 Rosticceria Indiana,44,4,18,44,Indian,1E+043,0,100000000000000,0,0,0,45.48139,9.23634,61,36376,1900
2020,Bloody Mary Burger & Drink,286,3.5,16,286,"Bar, International, Gastropub",1E+042,0,10000000000000,0,0,1.0000000001E+021,45.49105,9.2392,18,19596,1650
2021,Fluid Fresh Food,79,3.5,,79,Healthy,0,0,0,0,0,1000000000,45.47333,9.19565,114,18492,6250
2022,Rubin,26,3.5,11,26,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46563,9.18491,204,16765,4950
2023,Shut up,23,3.5,,23,"Fast Food, Turkish, Mediterranean",1E+031,0,100,10,0,1000000000000,45.46637,9.15967,34,27088,4550
2024,Pizzeria Joker,10,4,,10,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.51608,9.12743,6,30729,1600
2025,quikucina italiana,23,4,,23,Italian,1E+040,0,100000000000,0,0,0,45.51176,9.22409,26,29523,1950
2026,Ristorante Delizia,3,4.5,,3,"Chinese, Sushi",1E+059,100000,0,0,0,10,45.47105,9.22927,61,36376,1900
2027,Fishbar de Milan,225,4,,225,"Italian, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,100000,45.4753,9.18915,114,18492,6250
2030,Pick 'n Roll sport pub,7,4,15,7,"American, Brew Pub, Pub, Beer restaurants",1E+077,1E+023,0,0,0,1.1000000000001E+019,45.49626,9.14065,33,41405,1850
2031,Pizzeria & Kebab Tripoli Pizza D'Asporto,21,3.5,,21,Pizza,0,0,0,0,0,10000000,45.45916,9.1474,43,44222,2150
2032,Fusion Ken Sushi,36,3.5,,36,"Chinese, Japanese, Sushi, Asian, Fusion",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,0,0,10,45.52093,9.16937,19,25305,2000
2033,Open Milano,44,3.5,10.5,44,"International, Italian, Fast Food",1.01E+042,0,10100000000000,0,0,1000000000000,45.45284,9.20326,60,16739,3100
2034,I Love Poke,16,3.5,18,16,"Hawaiian, Fast Food",1E+044,0,1000000000000000,0,0,1000000000000,45.47797,9.14772,52,21394,3500
2035,Tirovino,8,4.5,15,8,"Italian, Wine Bar",1E+040,0,100000000000,0,0,1,45.45234,9.15935,56,15228,4550
2036,Taste of India,87,3.5,,87,"Indian, Asian",1E+073,1E+019,100000000000000,0,0,0,45.47553,9.20546,193,62347,4750
2037,Pink Bar,4,4.5,9.5,4,Italian,1E+040,0,100000000000,0,0,0,45.4783,9.18521,114,18492,6250
2038,Al Timeout 4,25,3.5,,25,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.44318,9.21265,37,36129,1900
2039,Panini Durini Gae Aulenti,99,3.5,,99,"Italian, Mediterranean, Bar, Pub",1.000000001E+040,0,100000000100,0,0,1E+021,45.4833,9.18888,57,5863,4150
2040,Latticini di Marco Galli,6,4.5,,6,Deli,0,0,0,0,0,1000000000000000,45.4683,9.15615,32,17883,4300
2042,Pane E Vita,42,3.5,10.5,42,Italian,1E+040,0,100000000000,0,0,0,45.46272,9.20739,55,15364,5050
2043,Mare Dentro,9,4,,9,"Italian, Seafood",1E+040,0,100000000000,0,0,100000,45.44832,9.14166,36,31176,2000
2044,That's Vapore City life,127,3,16,127,"Italian, International, Seafood",1.01E+042,0,10100000000000,0,0,100000,45.4777,9.15618,12,2322,1500
2045,OHA Tropical City Bar & Bubble Tea,5,4,,5,Italian,1E+040,0,100000000000,0,0,0,45.47561,9.20462,193,62347,4750
2046,Ristorante Karné,209,3,65.5,209,"Italian, Steakhouse, Pizza, Barbecue",1E+040,0,100000000000,0,0,1.0000000000001E+020,45.49452,9.21047,17,16032,2150
2047,Cru,8,4,15,8,"Wine Bar, Italian",1E+040,0,100000000000,0,0,1,45.48957,9.18698,88,22859,3200
2048,Al Pozzo Di Samaria,154,3,,154,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.50606,9.26786,18,19596,1650
2049,El Pollo Gordo,39,3.5,21,39,"Peruvian, Latin, Seafood, Fast Food",1.00000000000001E+036,0,10000000,1E+018,0,1000000100000,45.50435,9.18017,19,23546,2000
2050,Pizzeria Mundial,204,3,,204,"Italian, Pizza, Fast Food",1E+040,0,100000000000,0,0,1000010000000,45.48422,9.23595,61,36376,1900
2051,Mare d'Oro,22,4,,22,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.48043,9.17377,91,30985,3850
2052,Briscola Pizza Society - Duomo,235,3,22,235,"Italian, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,0,45.46331,9.18934,204,16765,4950
2053,Hello Chicken,44,3.5,,44,Fast Food,0,0,0,0,0,1000000000000,45.49039,9.1503,33,41405,1850
2054,Bossi's Bar,14,3.5,,14,"Italian, Bar, Cafe, Pub",1E+040,0,100000000000,0,0,1.0001E+021,45.46783,9.18706,114,18492,6250
2055,Panbarons,15,4,,15,Italian,1E+040,0,100000000000,0,0,0,45.46551,9.17611,204,16765,4950
2056,Pesto & friends,19,3.5,17.5,19,"Italian, Ligurian, Northern-Italian",1.0000001E+040,0,100000010000,1E+021,0,0,45.49127,9.18777,88,22859,3200
2057,Ciccio Pizza,349,3,25,349,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10100000,45.4549,9.21645,21,22982,2650
2058,Aguacate Porta Romana,8,4,8,8,"Mexican, Brazilian, Peruvian, Healthy, South American",1E+069,1000000000000000,10,1.000000001E+018,0,1000000000,45.45535,9.19676,44,13686,3300
2059,Pizzeria Al Piccolo Principe,26,3.5,,26,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46675,9.2114,89,31720,4100
2061,A' Vucciria,131,3.5,,131,"Italian, Fast Food, Sicilian, Southern-Italian",1E+040,0,100000000000,100100000000,0,1000000000000,45.48492,9.21529,193,62347,4750
2062,Gusto Milano Pizza,27,3.5,,27,"Italian, Pizza, Cafe, Street Food",1E+040,0,100000000000,0,0,1.0000000001E+017,45.46609,9.18573,114,18492,6250
2063,District47,62,3.5,,62,"Italian, Healthy",1E+040,0,100000000000,0,0,1000000000,45.46655,9.15156,34,27088,4550
2064,Manzoni Romantic Caffe,18,3.5,,18,Italian,1E+040,0,100000000000,0,0,0,45.46859,9.19132,204,16765,4950
2065,Santa Polenta!,4,5,9,4,Italian,1E+040,0,100000000000,0,0,0,45.49378,9.15761,18,18122,2750
2066,La Felicita,137,3,,137,"Chinese, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,0,0,0,100000,45.46732,9.18435,114,18492,6250
2067,I Gustosi,60,3.5,,60,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.45096,9.14271,36,31176,2000
2068,Guru,74,3.5,,74,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.47261,9.20986,193,62347,4750
2069,Flli La Bufala,31,3.5,,31,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.46565,9.15852,34,27088,4550
2070,L'artigiano Della Vera Pizza Napoletana,31,3.5,,31,Pizza,0,0,0,0,0,10000000,45.49173,9.16109,18,18122,2750
2071,Il Papavero,53,3.5,,53,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.4389,9.15834,23,13793,3900
2072,Pizza and Food,77,3,,77,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.49499,9.23753,18,19596,1650
2073,Delicatessen Panetteria,77,3.5,,77,Austrian,1E+071,1E+017,0,0,0,0,45.48109,9.21149,193,62347,4750
2074,Tsu Ba Me Kara,69,3.5,,69,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.44945,9.21682,21,22982,2650
2075,Flower Burger,4,4,10.5,4,American,1E+077,1E+023,0,0,0,0,45.51615,9.20907,30,8583,1950
2076,Il Comignolo,142,3,,142,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45781,9.1219,8,24871,1700
2077,Pizzeria Bella Italia,27,3.5,,27,Pizza,0,0,0,0,0,10000000,45.50615,9.2458,24,37408,2200
2078,L'angolo Dello Sfizio DA Toto' E Ciccio,27,3.5,,27,Italian,1E+040,0,100000000000,0,0,0,45.48698,9.07808,2,645,2800
2079,Mitsui,146,3.5,,146,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.48304,9.18172,57,5863,4150
2080,Mediterraneo,67,3.5,,67,"Italian, Pizza, Seafood, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.48571,9.23317,61,36376,1900
